Id;Nome_Breve;Nome;R;Ruolo_Esteso;Qt.A;Qt.I;Qt.M;Diff.M;Squadra;FVM;FVM.M;Piede;Nazionalita;DataNascita;PhotoURL;Extra1;Extra2;Extra3;Pv;Mv;Fm;Gf;Ass;Amm;Esp
6020;Ellertsson;Ellertsson;C;"C;W";8;5;7;7;Genoa;60.2;21;sinistro;Islanda;11/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6020.png?v=647;;;;35;5.84;5.91;1;1;1;1
5301;Luis Henrique;Luis Henrique;C;"E;W";8;7;5;5;Inter;76.6;15;destro;Brasile;14/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5301.png?v=647;;;;27;5.89;6.06;1;2;1;0
6394;Ramadani;Ramadani;C;"M;C";8;6;;;Lecce;59.1;;;;;;;;;37;5.91;5.85;1;0;10;0
6271;El Aynaoui;El Aynaoui;C;"M;C";8;9;5;5;Roma;86.4;20;destro;"Francia;Marocco";02/07/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6271.png?v=647;;;;21;5.98;6.1;1;2;5;0
6815;Fadera;Fadera;C;W;8;6;2;2;Sassuolo;66.6;3;destro;Gambia;03/11/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6815.png?v=647;;;;24;5.92;6.15;2;1;5;0
2839;Sottil;Sottil;C;"W;A";8;11;;;Lecce;90.7;;;;;;;;;21;6.02;6.24;1;2;1;0
7223;Vergara;Vergara;C;"W;T";8;1;8;8;Napoli;97.2;34;sinistro;Italia;16/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7223.png?v=647;;;;8;6.25;6.5;1;0;2;0
2528;Matic;Matic;C;"M;C";8;4;6;6;Sassuolo;61.3;17;sinistro;"Serbia;Slovacchia";01/08/1988 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2528.png?v=647;;;;34;5.96;5.96;1;1;6;1
4349;Nicolussi Caviglia;Nicolussi Caviglia;C;"M;C";8;9;7;7;Parma;69.8;20;destro;Italia;18/06/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4349.png?v=647;;;;23;5.89;6.02;0;4;4;0
6424;Prati;Prati;C;"M;C";7;3;4;4;Torino;52.6;7;destro;Italia;28/12/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6424.png?v=647;;;;32;5.88;5.88;1;0;6;0
6640;Felici;Felici;C;W;7;6;4;4;Cagliari;76.6;8;destro;Italia;17/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6640.png?v=647;;;;11;6.05;6.55;2;1;3;0
5813;Miretti;Miretti;C;"C;T";7;5;3;3;Juventus;61.3;11;destro;Italia;03/08/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5813.png?v=647;;;;15;5.97;6.2;1;1;1;0
6015;Berisha M.;Berisha M.;C;"C;T";7;3;5;5;Lecce;99.4;16;destro;"Svizzera;Kosovo";21/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6015.png?v=647;;;;12;6.17;6.92;2;3;0;0
6549;Pierotti;Pierotti;C;"W;A";7;10;5;5;Lecce;73.1;17;destro;"Argentina;Italia";03/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6549.png?v=647;;;;37;5.8;5.85;1;1;4;0
5131;Gilmour;Gilmour;C;"M;C";7;7;3;3;Napoli;63.8;9;destro;Scozia;11/06/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5131.png?v=647;;;;13;6.08;6.27;1;0;1;0
6170;Gineitis;Gineitis;C;C;7;5;6;6;Torino;51.4;15;sinistro;Lituania;15/04/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6170.png?v=647;;;;27;5.87;5.81;0;1;5;0
7028;Bernede;Bernede;C;C;7;4;;;Verona;55.2;;;;;;;;;31;5.87;6.0;1;2;2;0
7198;Piotrowski;Piotrowski;C;C;7;6;6;6;Udinese;54.1;17;destro;Polonia;04/10/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7198.png?v=647;;;;30;5.88;5.95;1;0;2;0
7208;Miller L.;Miller L.;C;"M;C";7;3;3;3;Udinese;54.1;15;destro;Scozia;25/08/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7208.png?v=647;;;;19;5.92;5.95;0;2;4;0
7209;Sorensen O.;Sorensen O.;C;C;7;6;3;3;Parma;54.1;12;sinistro;Danimarca;10/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7209.png?v=647;;;;30;5.85;5.95;1;1;2;0
6005;Ilkhan;Ilkhan;C;"C;T";7;1;5;5;Torino;55.2;12;destro;Turchia;01/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6005.png?v=647;;;;17;5.82;6.0;1;2;2;1
6274;Diouf;Diouf;C;C;7;7;9;9;Inter;71.6;40;sinistro;"Francia;Senegal";17/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6274.png?v=647;;;;10;6.15;6.45;1;0;1;0
4479;Elmas;Elmas;C;"W;T";7;11;;;Napoli;98.7;;;;;;;;;28;5.8;5.96;1;3;3;0
801;Gagliardini;Gagliardini;C;"M;C";7;2;;;Verona;51.9;;;;;;;;;29;5.91;5.84;1;0;10;0
6024;Sulemana I.;Sulemana I.;C;"M;C";6;4;3;3;Cagliari;44.0;8;ambidestro;Ghana;22/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6024.png?v=647;;;;18;5.69;5.78;1;0;3;0
5784;Aebischer;Aebischer;C;C;6;4;;;Pisa;44.2;;;;;;;;;35;5.8;5.8;1;1;8;0
6206;Fabbian;Fabbian;C;"C;T";6;10;4;4;Fiorentina;93.1;8;destro;Italia;14/01/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6206.png?v=647;;;;22;5.8;6.05;2;0;2;0
1871;Deiola;Deiola;C;"M;C";6;5;3;3;Cagliari;47.1;8;destro;Italia;01/08/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/1871.png?v=647;;;;20;5.98;5.95;0;1;3;0
6629;Dele-Bashiru;Dele-Bashiru;C;"C;T";6;11;5;5;Lazio;95.7;13;destro;"Nigeria;Inghilterra";06/02/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6629.png?v=647;;;;21;5.69;5.83;1;0;0;0
5998;Zerbin;Zerbin;C;"E;W";6;3;4;4;Cremonese;44.1;11;destro;Italia;03/03/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5998.png?v=647;;;;29;5.76;5.79;0;2;2;0
7138;Ordonez C.;Ordonez C.;C;"M;C";6;5;2;2;Parma;44.4;6;destro;Argentina;24/07/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7138.png?v=647;;;;21;5.79;5.81;1;0;3;1
5318;Tramoni M.;Tramoni M.;C;"W;T";6;12;;;Pisa;90.2;;;;;;;;;25;5.72;6.0;2;2;3;0
6246;Lipani;Lipani;C;"M;C";6;4;2;2;Sassuolo;46.0;5;destro;Italia;18/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6246.png?v=647;;;;21;5.93;5.9;0;1;3;0
6458;Serdar;Serdar;C;C;6;5;;;Verona;55.0;;;;;;;;;18;5.97;6.22;2;0;3;0
5858;Ferguson;Ferguson;C;"C;T";5;11;8;8;Bologna;94.8;21;destro;Scozia;24/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5858.png?v=647;;;;23;5.8;5.78;1;0;5;1
27;Grassi;Grassi;C;"M;C";5;4;;;Cremonese;36.0;;;;;;;;;28;5.79;5.7;0;0;3;1
6917;Masini;Masini;C;"M;C";5;5;2;2;Genoa;39.0;4;destro;Italia;27/01/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6917.png?v=647;;;;21;5.98;5.9;0;1;5;0
5457;Maleh;Maleh;C;"M;C";5;6;2;2;Cremonese;43.1;5;sinistro;"Italia;Marocco";22/08/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5457.png?v=647;;;;21;5.69;5.71;1;0;3;1
5992;Bondo;Bondo;C;"M;C";5;3;;;Cremonese;36.7;;;;;;;;;27;5.85;5.76;0;0;5;0
5295;Musah;Musah;C;"C;W";5;6;2;2;Atalanta;50.7;6;destro;"Stati Uniti;Inghilterra";29/11/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5295.png?v=647;;;;16;5.94;6.09;1;0;1;0
5290;Estevez;Estevez;C;"M;C";5;2;;;Parma;37.2;;;;;;;;;22;5.8;5.8;0;1;2;0
7146;Tourè I.;Tourè I.;C;"E;M";5;6;;;Pisa;44.6;;;;;;;;;30;5.82;5.82;1;0;4;1
6593;Akinsanmiro;Akinsanmiro;C;"C;T";5;3;6;6;Pisa;37.2;16;destro;Nigeria;25/11/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6593.png?v=647;;;;23;5.8;5.8;0;1;2;0
6481;Payero;Payero;C;C;5;4;;;Cremonese;38.2;;;;;;;;;25;5.9;5.86;1;0;8;0
5286;Akpa Akpro;Akpa Akpro;C;"M;C";5;1;;;Verona;37.2;;;;;;;;;22;5.86;5.8;1;0;9;0
7322;Ngom;Ngom;C;"M;C";5;1;5;5;Lecce;35.6;13;destro;"Mauritania;Francia";09/03/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7322.png?v=647;;;;13;5.69;5.65;0;0;1;0
7331;Loyola;Loyola;C;"M;C";5;7;;;Pisa;50.3;;;;;;;;;11;5.55;5.73;1;0;0;1
7341;Amorim;Amorim;C;"M;C";5;5;5;5;Genoa;35.7;13;destro;Brasile;18/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7341.png?v=647;;;;9;5.72;5.67;0;0;1;0
2848;Frattesi;Frattesi;C;"C;T";4;14;7;7;Inter;122.2;15;destro;Italia;22/09/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2848.png?v=647;;;;14;5.89;5.89;0;0;0;0
5685;Koopmeiners;Koopmeiners;C;"C;T";4;14;5;5;Juventus;117.7;14;sinistro;Olanda;28/02/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5685.png?v=647;;;;29;5.64;5.55;0;0;5;0
5319;Sohm;Sohm;C;C;4;12;5;5;Bologna;101.2;14;destro;"Svizzera;Nigeria";11/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5319.png?v=647;;;;24;5.65;5.62;0;1;3;0
7145;Piccinini G.;Piccinini G.;C;"E;M";4;6;;;Pisa;43.0;;;;;;;;;22;5.77;5.7;0;0;3;0
5688;Harroui;Harroui;C;"W;T";4;7;;;Verona;52.1;;;;;;;;;17;5.74;5.85;1;0;3;0
6486;Suslov;Suslov;C;"W;T";4;9;;;Verona;63.2;;;;;;;;;10;5.75;5.6;0;0;1;1
7203;Jashari;Jashari;C;C;4;13;4;4;Milan;111.7;11;sinistro;"Svizzera;Macedonia del Nord";30/07/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7203.png?v=647;;;;12;5.71;5.79;0;1;0;0
6218;Oristanio;Oristanio;C;"W;T;A";4;12;7;7;Parma;88.4;27;sinistro;Italia;28/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6218.png?v=647;;;;18;5.78;5.92;1;0;1;0
6575;Zaragoza;Zaragoza;C;"W;A";4;7;;;Roma;55.2;;;;;;;;;3;5.83;6.0;0;1;1;0
4284;Sergi Roberto;Sergi Roberto;C;"M;C";3;4;;;Como;29.3;;;;;;;;;13;5.85;5.73;0;0;3;0
6010;Fazzini;Fazzini;C;"C;T";3;11;8;8;Fiorentina;95.7;21;destro;Italia;16/03/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6010.png?v=647;;;;12;5.88;5.83;0;0;2;0
6191;Belahyane;Belahyane;C;"M;C";3;4;1;1;Lazio;30.6;5;destro;"Francia;Marocco";01/06/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6191.png?v=647;;;;11;5.77;5.82;0;2;1;1
6984;Ondrejka;Ondrejka;C;"W;A";3;13;4;4;Parma;91.4;16;destro;Svezia;02/09/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6984.png?v=647;;;;15;5.7;5.63;0;0;2;0
7147;Hojholt;Hojholt;C;"M;C";3;1;;;Pisa;21.0;;;;;;;;;15;5.57;5.5;0;0;2;0
7150;Vural;Vural;C;C;3;3;;;Pisa;21.5;;;;;;;;;14;5.79;5.64;0;0;4;0
7157;Iannoni;Iannoni;C;C;3;1;1;1;Sassuolo;46.0;1;destro;Italia;11/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7157.png?v=647;;;;5;6.0;6.5;1;0;3;0
6212;Zarraga;Zarraga;C;"M;C";3;2;1;1;Udinese;22.0;4;destro;Spagna;04/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6212.png?v=647;;;;10;5.75;5.7;0;0;2;0
5850;Lovric;Lovric;C;C;3;9;;;Verona;64.6;;;;;;;;;10;5.75;5.75;0;1;2;0
7254;Lorran;Lorran;C;T;3;7;;;Pisa;80.4;;;;;;;;;4;5.88;6.62;1;0;0;0
6112;Iling Junior;Iling Junior;C;"E;W";3;5;;;Pisa;37.7;;;;;;;;;3;5.83;5.83;0;0;0;0
7132;Collocolo;Collocolo;C;"M;C";2;8;;;Cremonese;58.2;;;;;;;;;5;5.9;5.8;0;0;1;0
5788;Sabiri;Sabiri;C;T;2;2;;;Fiorentina;14.0;;;;;;;;;1;5.5;5.5;0;0;0;0
6980;Venturino;Venturino;C;W;2;3;2;2;Roma;24.2;5;destro;Italia;22/06/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6980.png?v=647;;;;7;5.86;5.86;0;0;0;0
4459;Rovella;Rovella;C;"M;C";2;8;7;7;Lazio;67.8;19;destro;Italia;04/12/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4459.png?v=647;;;;11;5.73;5.64;0;1;2;1
5872;Helgason;Helgason;C;"C;T";2;8;3;3;Lecce;56.4;7;destro;Islanda;28/09/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5872.png?v=647;;;;4;5.62;5.62;0;0;0;0
7149;Marin M.;Marin M.;C;"M;C";2;6;;;Pisa;43.0;;;;;;;;;20;5.88;5.7;0;0;7;0
6219;Boloca;Boloca;C;"M;C";2;6;2;2;Sassuolo;43.6;5;destro;"Romania;Italia";22/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6219.png?v=647;;;;2;5.75;5.75;0;0;0;0
6889;Anjorin;Anjorin;C;"C;T";2;10;1;1;Torino;71.2;4;destro;"Inghilterra;Nigeria";23/11/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6889.png?v=647;;;;9;5.78;5.72;0;0;1;0
5540;Niasse;Niasse;C;"M;C";2;3;;;Verona;22.2;;;;;;;;;16;5.69;5.72;0;1;1;0
7248;Gorter;Gorter;C;"M;C";2;1;1;1;Lecce;14.0;3;destro;Olanda;31/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7248.png?v=647;;;;1;5.5;5.5;0;0;0;0
7010;Al-Musrati;Al-Musrati;C;"M;C";2;4;;;Verona;28.1;;;;;;;;;14;5.71;5.57;0;1;4;1
4677;Cornet;Cornet;C;W;2;7;;;Genoa;49.0;;;;;;;;;5;5.1;4.5;0;0;0;0
7036;Bakola;Bakola;C;"C;T";2;3;5;5;Sassuolo;32.2;14;destro;"Francia;Congo";30/11/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7036.png?v=647;;;;3;6.17;6.17;0;0;0;0
7165;Liteta;Liteta;C;"M;C";1;1;1;1;Cagliari;8.6;1;destro;Zambia;22/02/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7165.png?v=647;;;;4;5.75;5.75;0;0;0;0
6645;Marchwinski;Marchwinski;C;T;1;1;;;Lecce;1.0;;;;;;;;;0;0.0;0.0;0;0;0;0
4890;Tameze;Tameze;C;"M;C";1;5;;;Torino;35.2;;;;;;;;;17;5.65;5.59;0;0;3;0
5007;Ilic;Ilic;C;C;1;7;1;1;Torino;52.6;4;destro;Serbia;17/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5007.png?v=647;;;;8;6.0;5.88;0;0;2;0
6677;Adzic;Adzic;C;"C;T";1;1;5;5;Juventus;54.6;16;destro;Montenegro;12/05/2006 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6677.png?v=647;;;;4;6.12;6.88;1;0;0;0
5610;Vranckx;Vranckx;C;"M;C";1;4;;;Sassuolo;28.1;;;;;;;;;14;5.64;5.57;0;0;2;0
7246;Sala A.;Sala A.;C;C;1;3;;;Lecce;27.2;;;;;;;;;4;5.75;6.0;0;1;0;0
5561;Stengs;Stengs;C;"W;T";1;11;;;Pisa;77.0;;;;;;;;;1;5.5;5.5;0;0;0;0
6538;Onana J.;Onana J.;C;"M;C";1;2;;;Genoa;15.6;;;;;;;;;2;5.75;5.75;0;0;0;0
7276;Cremaschi;Cremaschi;C;C;1;5;1;1;Parma;41.2;3;destro;"Stati Uniti;Argentina";02/03/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7276.png?v=647;;;;1;6.0;6.0;0;0;0;0
7319;Fofana Sa.;Fofana Sa.;C;"M;C";1;1;1;1;Lecce;7.0;1;destro;"Togo;Germania";16/05/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7319.png?v=647;;;;2;5.5;5.5;0;0;0;0
7345;Przyborek;Przyborek;C;"W;T";1;2;1;1;Lazio;8.0;5;destro;Polonia;01/01/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7345.png?v=647;;;;0;0.0;6.0;0;0;0;0
7357;Lahdo;Lahdo;C;"C;T";1;2;1;1;Como;8.0;1;destro;"Svezia;Siria";26/12/2007 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7357.png?v=647;;;;0;0.0;6.0;0;0;0;0
2764;Martinez L.;Martinez L.;A;Pc;33;34;35;35;Inter;500.0;370;destro;Argentina;22/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2764.png?v=647;;;;30;6.42;8.25;17;6;4;0
4871;Thuram;Thuram;A;Pc;32;29;29;29;Inter;500.0;280;destro;"Francia;Guadalupe";06/08/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4871.png?v=647;;;;29;6.43;7.95;13;6;2;0
6052;Hojlund;Hojlund;A;Pc;27;24;28;28;Napoli;488.3;271;sinistro;Danimarca;04/02/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6052.png?v=647;;;;33;6.21;7.44;12;5;1;0
7017;Douvikas;Douvikas;A;Pc;26;8;20;20;Como;464.8;154;destro;Grecia;02/08/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7017.png?v=647;;;;36;6.18;7.38;14;1;0;0
6434;Yildiz;Yildiz;A;A;26;24;24;24;Juventus;449.5;190;ambidestro;"Turchia;Germania";04/05/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6434.png?v=647;;;;35;6.39;7.3;10;6;2;0
531;Berardi;Berardi;A;A;25;21;19;19;Sassuolo;348.5;118;sinistro;Italia;01/08/1994 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/531.png?v=647;;;;26;6.31;7.19;8;4;2;1
5585;Malen;Malen;A;A;25;14;34;34;Roma;500.0;365;destro;"Olanda;Suriname";19/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5585.png?v=647;;;;18;6.72;8.97;14;2;1;0
6435;Krstovic;Krstovic;A;Pc;24;20;17;17;Atalanta;406.8;92;destro;"Serbia;Montenegro";05/04/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6435.png?v=647;;;;32;6.16;7.19;10;5;4;0
5637;Davis K.;Davis K.;A;Pc;24;12;19;19;Udinese;366.7;119;destro;Inghilterra;13/02/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5637.png?v=647;;;;30;6.32;7.37;10;4;5;0
2137;Scamacca;Scamacca;A;Pc;23;19;18;18;Atalanta;466.0;128;ambidestro;Italia;01/01/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2137.png?v=647;;;;22;6.18;7.55;10;1;2;0
505;Bonazzoli;Bonazzoli;A;A;22;1;;;Cremonese;295.7;;;;;;;;;35;6.16;7.01;10;2;4;0
7071;Esposito F.P.;Esposito F.P.;A;Pc;22;7;16;16;Inter;356.3;90;destro;Italia;28/06/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7071.png?v=647;;;;31;6.26;7.02;7;3;1;0
2061;Simeone;Simeone;A;Pc;22;8;15;15;Torino;306.1;79;destro;"Argentina;Spagna";05/07/1995 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2061.png?v=647;;;;32;6.08;7.09;11;0;1;0
4463;Esposito Se.;Esposito Se.;A;A;21;7;14;14;Cagliari;270.6;40;destro;Italia;02/07/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4463.png?v=647;;;;36;6.26;6.88;7;4;6;0
6060;Laurientè;Laurientè;A;A;21;15;16;16;Sassuolo;283.7;91;destro;"Francia;Guadalupa";04/12/1998 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6060.png?v=647;;;;37;6.23;6.99;7;9;4;0
6669;Bonny;Bonny;A;Pc;20;5;6;6;Inter;306.7;18;destro;"Francia;Costa d''Avorio";25/10/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6669.png?v=647;;;;27;6.15;6.83;5;4;1;0
4510;Leao;Leao;A;A;20;24;19;19;Milan;356.2;123;destro;"Portogallo;Angola";10/06/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4510.png?v=647;;;;28;5.88;6.86;9;3;5;0
5734;Soulè;Soulè;A;A;20;20;13;13;Roma;306.7;53;sinistro;"Argentina;Italia";15/04/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5734.png?v=647;;;;32;6.12;6.83;6;5;1;0
7023;Pellegrino M.;Pellegrino M.;A;Pc;18;13;15;15;Parma;218.6;57;sinistro;"Argentina;Spagna";22/10/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7023.png?v=647;;;;37;5.99;6.65;9;0;5;0
4728;Nkunku;Nkunku;A;A;18;20;14;14;Milan;312.0;25;destro;"Francia;Repubblica Democratica del Congo";14/11/1997 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4728.png?v=647;;;;26;5.94;6.87;7;3;0;0
6572;Castro S.;Castro S.;A;Pc;17;19;13;13;Bologna;259.5;78;destro;Argentina;18/09/2004 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6572.png?v=647;;;;35;5.93;6.51;7;1;3;0
5995;De Ketelaere;De Ketelaere;A;A;16;22;18;18;Atalanta;302.6;108;sinistro;Belgio;10/03/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5995.png?v=647;;;;31;6.21;6.6;3;5;4;0
2097;Kean;Kean;A;Pc;16;33;25;25;Fiorentina;447.3;197;destro;"Italia;Costa d''Avorio";28/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2097.png?v=647;;;;26;5.88;6.77;8;1;4;0
2841;Vlahovic;Vlahovic;A;Pc;16;24;;;Juventus;428.5;;;;;;;;;18;6.14;7.31;7;0;0;0
2489;Pedro;Pedro;A;A;16;13;;;Lazio;254.7;;;;;;;;;23;6.13;6.78;5;2;4;0
5455;Moreo;Moreo;A;A;16;5;;;Pisa;191.8;;;;;;;;;35;5.99;6.56;7;0;2;0
2038;Pinamonti;Pinamonti;A;Pc;16;16;12;12;Sassuolo;196.9;52;destro;Italia;19/05/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2038.png?v=647;;;;34;5.88;6.62;9;3;2;1
6646;Adams C.;Adams C.;A;A;16;14;10;10;Torino;198.7;34;destro;"Scozia;Inghilterra";13/07/1996 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6646.png?v=647;;;;32;5.98;6.64;6;3;0;0
2499;Vardy;Vardy;A;Pc;16;15;;;Cremonese;196.9;;;;;;;;;29;5.95;6.62;7;1;5;0
7129;Rodriguez Je.;Rodriguez Je.;A;"W;A";15;5;11;11;Como;229.2;31;destro;Spagna;21/11/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7129.png?v=647;;;;28;6.25;6.66;2;8;3;1
6001;Banda;Banda;A;"W;A";15;5;;;Lecce;181.5;;;;;;;;;32;6.08;6.55;5;4;6;1
4371;Raspadori;Raspadori;A;A;15;13;14;14;Atalanta;256.3;64;ambidestro;Italia;18/02/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4371.png?v=647;;;;13;6.12;6.88;3;1;0;0
2531;Lukaku;Lukaku;A;Pc;15;31;9;9;Napoli;500.0;41;sinistro;"Belgio;Repubblica Democratica del Congo";13/03/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/2531.png?v=647;;;;1;7.0;9.5;1;0;1;0
4923;Colombo;Colombo;A;Pc;14;12;10;10;Genoa;161.4;60;sinistro;Italia;08/03/2002 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4923.png?v=647;;;;37;5.92;6.41;7;1;2;0
6556;Noslin;Noslin;A;A;14;7;6;6;Lazio;201.6;17;destro;Olanda;07/07/1999 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6556.png?v=647;;;;23;6.02;6.5;4;2;4;1
6552;Orban G.;Orban G.;A;Pc;14;15;;;Verona;180.7;;;;;;;;;28;5.82;6.54;7;2;4;1
6164;Vitinha O.;Vitinha O.;A;Pc;13;12;8;8;Genoa;150.6;21;destro;Portogallo;15/03/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6164.png?v=647;;;;31;5.95;6.39;5;1;5;0
5544;David;David;A;Pc;13;27;8;8;Juventus;335.7;37;ambidestro;"Canada;Stati Uniti";14/01/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/5544.png?v=647;;;;30;5.77;6.33;6;2;0;0
309;Dybala;Dybala;A;A;13;26;15;15;Roma;363.8;67;sinistro;"Argentina;Italia";15/11/1993 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/309.png?v=647;;;;21;6.26;6.74;2;7;0;0
7162;Giovane;Giovane;A;A;13;1;4;4;Napoli;185.7;10;sinistro;Brasile;24/11/2003 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7162.png?v=647;;;;31;6.0;6.45;3;6;2;0
7199;Kilicsoy;Kilicsoy;A;A;13;6;;;Cagliari;183.7;;;;;;;;;16;6.03;6.78;4;0;1;0
4436;Cambiaghi;Cambiaghi;A;A;12;11;7;7;Bologna;171.8;25;destro;Italia;28/12/2000 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/4436.png?v=647;;;;24;5.98;6.42;3;4;3;1
6967;Diao;Diao;A;"W;A";12;17;12;12;Como;225.5;52;destro;"Spagna;Senegal";07/09/2005 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/6967.png?v=647;;;;16;6.0;6.38;2;1;2;0
5506;Ekuban;Ekuban;A;A;12;2;;;Genoa;143.8;;;;;;;;;28;5.96;6.43;4;1;0;0
7008;Gimenez;Gimenez;A;Pc;12;25;5;5;Milan;285.0;13;sinistro;"Messico;Italia";18/04/2001 00:00:00;https://content.fantacalcio.it/web/campioncini/21/card/7008.png?v=647;;;;15;5.5;5.53;0;1;2;0
